case,n,metric,method,steps,group,m,profile,kernel_us_per_step,repeat_q1_us,repeat_q3_us,context_ms,init_ms,kernel_ms,total_ms,input_conversion_ms,state_init_ms
random_n07_02,7,max,reference-proposed,2176,random,7,high,0.4271888786764706,0.4270905330882353,0.42920863970588236,0.010825,0.006575,0.929563,0.948857,0.000782,0.005793
random_n07_02,7,max,reference,2176,random,7,natural,3.8066861213235295,3.788654871323529,3.829029871323529,0.02172,0.02141,8.283349,8.304567,0.001603,0.019806
random_n07_02,7,max,reference-proposed,2176,random,7,natural,0.19811167279411765,0.19575229779411765,0.2097408088235294,0.011406,0.006816,0.431091,0.449313,0.000782,0.006054
random_n07_02,7,min,reference,384,random,7,static,45.321484375,45.05463802083334,46.15494270833334,0.00873,0.105955,17.40345,17.517965,0.000782,0.105143
random_n07_02,7,min,reference-proposed,384,random,7,static,2.2291901041666664,2.228765625,2.3419244791666665,0.009001,0.011266,0.856009,0.876113,0.000792,0.010494
random_n07_02,7,spectrum,reference,256,random,7,high,68.75435546875,68.52179296875,69.16868359375,0.011326,0.103313,17.601115,17.715013,0.000792,0.102531
random_n07_02,7,spectrum,reference-proposed,256,random,7,high,4.67056640625,4.4527578125,4.9177890625,0.011477,0.053664,1.195665,1.261279,0.000792,0.052893
random_n07_02,7,spectrum,reference,640,random,7,natural,71.0564453125,71.011625,71.09138437499999,0.010845,0.103098,45.476125,45.61215,0.000812,0.102236
random_n07_02,7,spectrum,reference-proposed,640,random,7,natural,1.9978203125,1.9877171875,2.1556125,0.012438,0.052412,1.278605,1.343275,0.000792,0.051641
random_n07_03,7,max,reference,2176,random,7,high,3.6224149816176467,3.6080620404411765,3.747143382352941,0.021831,0.020958,7.882375,7.925465,0.001594,0.019264
random_n07_03,7,max,reference-proposed,2176,random,7,high,0.4237256433823529,0.4235390625,0.42397564338235294,0.013872,0.006565,0.922027,0.940042,0.000802,0.005793
random_n07_03,7,max,reference,2176,random,7,natural,3.975823988970588,3.9208115808823534,4.069207261029412,0.021711,0.020929,8.651393,8.694974,0.001634,0.019314
random_n07_03,7,max,reference-proposed,2176,random,7,natural,0.19819761029411764,0.19365073529411767,0.3093111213235294,0.010815,0.006736,0.431278,0.448467,0.000792,0.005944
random_n07_03,7,min,reference,384,random,7,static,46.13522916666666,46.00578125,46.30162760416666,0.009351,0.106665,17.715928,17.839273,0.000792,0.105873
random_n07_03,7,min,reference-proposed,384,random,7,static,2.1023645833333333,2.09003125,2.1028619791666667,0.009291,0.011195,0.807308,0.827485,0.000812,0.010383
random_n07_03,7,spectrum,reference,256,random,7,high,68.45548046875,68.396375,70.0255234375,0.011416,0.109984,17.524603,17.638577,0.000781,0.109212
random_n07_03,7,spectrum,reference-proposed,256,random,7,high,4.89746875,4.637390625,5.20681640625,0.011326,0.052492,1.253752,1.315184,0.000801,0.05171
random_n07_03,7,spectrum,reference,640,random,7,natural,73.3867625,73.281771875,73.5414125,0.010615,0.103008,46.967528,47.081963,0.000782,0.102226
random_n07_03,7,spectrum,reference-proposed,640,random,7,natural,1.9441984374999999,1.939634375,1.9529390625,0.010585,0.051488,1.244287,1.311544,0.000802,0.050696
random_n07_04,7,max,reference,2176,random,7,high,3.636046875,3.6256227022058822,3.6876341911764707,0.011587,0.010694,7.912038,7.934319,0.000802,0.009902
random_n07_04,7,max,reference-proposed,2176,random,7,high,0.4225303308823529,0.42215670955882356,0.4324829963235294,0.011136,0.007086,0.919426,0.936835,0.000782,0.006314
random_n07_04,7,max,reference,2176,random,7,natural,3.9073115808823533,3.898657169117647,4.021200827205883,0.011005,0.010474,8.50231,8.523358,0.000802,0.009672
random_n07_04,7,max,reference-proposed,2176,random,7,natural,0.21800459558823532,0.20318566176470587,0.2844577205882353,0.011416,0.013351,0.474378,0.566802,0.000812,0.011717
random_n07_04,7,min,reference,384,random,7,static,46.2062265625,45.5463046875,46.3774921875,0.00874,0.109502,17.743191,17.87642,0.000782,0.10872
random_n07_04,7,min,reference-proposed,384,random,7,static,2.1776510416666666,2.1752864583333333,2.2000729166666666,0.00889,0.011487,0.836218,0.856254,0.000792,0.010615
random_n07_04,7,spectrum,reference,256,random,7,high,73.5758359375,72.939171875,74.05938671875,0.010685,0.102619,18.835414,19.08363,0.000802,0.101837
random_n07_04,7,spectrum,reference-proposed,256,random,7,high,4.712953125,4.478046875,6.6196484375,0.010794,0.057522,1.206516,1.268671,0.000802,0.05672
random_n07_04,7,spectrum,reference,640,random,7,natural,78.09595625,77.9699953125,78.27490468750001,0.011266,0.102307,49.981412,50.095546,0.000792,0.101536
random_n07_04,7,spectrum,reference-proposed,640,random,7,natural,2.014275,2.009984375,2.017928125,0.012479,0.058636,1.289136,1.358978,0.000792,0.057864
random_n07_05,7,max,reference,2176,random,7,high,3.6454747242647056,3.6451571691176468,3.6487486213235294,0.010695,0.010464,7.932553,7.953783,0.000802,0.009702
random_n07_05,7,max,reference-proposed,2176,random,7,high,0.44161810661764705,0.44105652573529414,0.45158731617647063,0.010734,0.006635,0.960961,0.978381,0.000782,0.005853
random_n07_05,7,max,reference,2176,random,7,natural,3.8572504595588235,3.854186580882353,4.008769301470588,0.011216,0.011056,8.393377,8.414847,0.000802,0.010274
random_n07_05,7,max,reference-proposed,2176,random,7,natural,0.19356341911764707,0.18986029411764707,0.19448805147058823,0.012368,0.006645,0.421194,0.440607,0.000802,0.005863
random_n07_05,7,min,reference,384,random,7,static,46.563015625,45.544109375,46.6810859375,0.018042,0.218648,17.880198,18.117644,0.001624,0.217034
random_n07_05,7,min,reference-proposed,384,random,7,static,2.3592005208333333,2.3572526041666664,2.3812239583333334,0.017901,0.019937,0.905933,0.943023,0.001062,0.018875
random_n07_05,7,spectrum,reference,256,random,7,high,68.97529296875,68.873515625,69.6502109375,0.011416,0.10316,17.657675,17.864871,0.000872,0.102388
random_n07_05,7,spectrum,reference-proposed,256,random,7,high,4.7356640625,4.6953671875,4.9497421875,0.011316,0.051949,1.21233,1.278924,0.000782,0.051157
random_n07_05,7,spectrum,reference,640,random,7,natural,72.62353125,72.602621875,72.7207109375,0.012419,0.103779,46.47906,46.656501,0.000802,0.102987
random_n07_05,7,spectrum,reference-proposed,640,random,7,natural,1.8923875000000001,1.88870625,2.174228125,0.011386,0.054074,1.211128,1.274875,0.000782,0.053292
random_n07_06,7,max,reference,2176,random,7,high,3.762922794117647,3.6245381433823534,3.805637408088235,0.02153,0.020898,8.18812,8.23102,0.001604,0.019284
random_n07_06,7,max,reference-proposed,2176,random,7,high,0.4299627757352941,0.4292164522058824,0.43626470588235294,0.011055,0.006795,0.935599,0.952979,0.000792,0.006003
random_n07_06,7,max,reference,2176,random,7,natural,3.887313878676471,3.8863630514705885,3.958999080882353,0.011266,0.010644,8.458795,8.479572,0.000791,0.009882
random_n07_06,7,max,reference-proposed,2176,random,7,natural,0.1945330882352941,0.19403952205882355,0.20534145220588235,0.011045,0.006686,0.423304,0.441204,0.000781,0.005914
random_n07_06,7,min,reference,384,random,7,static,45.66301302083333,45.61412760416666,46.130330729166666,0.010985,0.105352,17.534597,17.648683,0.000792,0.10456
random_n07_06,7,min,reference-proposed,384,random,7,static,2.1187369791666666,2.0954244791666663,2.1236588541666666,0.008991,0.011275,0.813595,0.833331,0.000801,0.010503
random_n07_06,7,spectrum,reference,256,random,7,high,73.17759375,72.9978515625,73.26776171875,0.010645,0.101533,18.733464,18.846867,0.000792,0.100741
random_n07_06,7,spectrum,reference-proposed,256,random,7,high,5.01021484375,4.72335546875,5.37534375,0.021831,0.08643,1.282615,1.344669,0.001624,0.084796
random_n07_06,7,spectrum,reference,640,random,7,natural,77.6116578125,77.48793593750001,77.617775,0.021751,0.20993,49.671461,49.787235,0.001594,0.208336
random_n07_06,7,spectrum,reference-proposed,640,random,7,natural,1.8646171875,1.8641546875,1.8654187500000001,0.010915,0.05189,1.193355,1.257183,0.000791,0.051108
random_n07_07,7,max,reference,2176,random,7,high,3.624794117647059,3.617145220588235,3.6414742647058826,0.01299,0.010725,7.887552,7.908941,0.000782,0.009943
random_n07_07,7,max,reference-proposed,2176,random,7,high,0.4470137867647059,0.4347991727941176,0.5633033088235294,0.010895,0.006675,0.972702,0.989731,0.000791,0.005884
random_n07_07,7,max,reference,2176,random,7,natural,3.818944393382353,3.8154181985294118,3.937909007352941,0.011497,0.010786,8.310023,8.332166,0.000781,0.010014
random_n07_07,7,max,reference-proposed,2176,random,7,natural,0.20756801470588235,0.19826976102941177,0.2944673713235294,0.021631,0.013261,0.451668,0.486671,0.001574,0.011657
random_n07_07,7,min,reference,384,random,7,static,45.911432291666664,45.383513020833334,46.299578125,0.009031,0.104952,17.62999,17.743182,0.000772,0.10418
random_n07_07,7,min,reference-proposed,384,random,7,static,2.072390625,2.0666588541666666,2.0875338541666664,0.008741,0.011587,0.795798,0.820189,0.000802,0.010795
random_n07_07,7,spectrum,reference,256,random,7,high,73.21582421875,73.1306015625,73.240890625,0.010645,0.100794,18.743251,18.854689,0.000782,0.100012
random_n07_07,7,spectrum,reference-proposed,256,random,7,high,4.72757421875,4.6866953125,5.1858203125,0.010815,0.051148,1.210259,1.2711,0.000812,0.050367
random_n07_07,7,spectrum,reference,640,random,7,natural,76.408253125,76.33554375,76.4497234375,0.011286,0.101735,48.901282,49.040142,0.000792,0.100964
random_n07_07,7,spectrum,reference-proposed,640,random,7,natural,1.9371109375000002,1.9268218750000001,1.952996875,0.011116,0.052251,1.239751,1.302948,0.000772,0.051478
random_n07_08,7,max,reference,2176,random,7,high,3.6206272977941176,3.6195960477941176,3.623977022058823,0.010574,0.010645,7.878485,7.899704,0.000792,0.009834
random_n07_08,7,max,reference-proposed,2176,random,7,high,0.42831433823529413,0.42761764705882355,0.4299627757352941,0.010875,0.006665,0.932012,0.949161,0.000813,0.005792
random_n07_08,7,max,reference,2176,random,7,natural,3.852897058823529,3.8469365808823532,3.905359375,0.011025,0.010664,8.383904,8.405283,0.000792,0.009872
random_n07_08,7,max,reference-proposed,2176,random,7,natural,0.1974641544117647,0.19620496323529413,0.3051227022058824,0.011176,0.006805,0.429682,0.447333,0.000802,0.006023
random_n07_08,7,min,reference,384,random,7,static,45.534052083333336,45.21805208333333,45.6647421875,0.008891,0.105764,17.485076,17.59947,0.000782,0.104972
random_n07_08,7,min,reference-proposed,384,random,7,static,2.6404244791666667,2.4552161458333335,2.6946822916666666,0.017871,0.023174,1.013923,1.055679,0.001613,0.02155
random_n07_08,7,spectrum,reference,256,random,7,high,73.49318359375,73.3119765625,73.77713671875,0.0131,0.103008,18.814255,18.928539,0.000802,0.102206
random_n07_08,7,spectrum,reference-proposed,256,random,7,high,5.18170703125,4.9579453125,5.4199765625,0.011025,0.050717,1.326517,1.387909,0.000792,0.049945
random_n07_08,7,spectrum,reference,640,random,7,natural,77.36056875,77.3597140625,77.755821875,0.012188,0.108732,49.510764,49.757244,0.000882,0.10792
random_n07_08,7,spectrum,reference-proposed,640,random,7,natural,1.9283,1.92349375,1.930584375,0.010875,0.054255,1.234112,1.300934,0.000792,0.053373
random_n07_09,7,max,reference,2176,random,7,high,3.6725055147058825,3.5966001838235293,3.7742596507352943,0.021599,0.021088,7.991372,8.034351,0.001594,0.019475
random_n07_09,7,max,reference-proposed,2176,random,7,high,0.5224273897058823,0.4274986213235294,0.6163754595588236,0.021821,0.01336,1.136802,1.172324,0.001603,0.011706
random_n07_09,7,max,reference,2176,random,7,natural,3.936260569852941,3.8574457720588233,3.999206801470588,0.012158,0.010644,8.565303,8.608252,0.000802,0.009872
random_n07_09,7,max,reference-proposed,2176,random,7,natural,0.19664476102941178,0.19569347426470587,0.2747008272058824,0.012379,0.006825,0.427899,0.445033,0.000792,0.006043
random_n07_09,7,min,reference,384,random,7,static,46.301752604166666,45.32052604166667,46.49172395833334,0.010615,0.11238,17.779873,17.954378,0.000782,0.111598
random_n07_09,7,min,reference-proposed,384,random,7,static,2.9290026041666666,2.43465625,3.0244609375,0.018192,0.022813,1.124737,1.167857,0.001614,0.021199
random_n07_09,7,spectrum,reference,256,random,7,high,68.816640625,68.7911171875,69.37118359375,0.021811,0.160755,17.61706,17.818547,0.001593,0.159131
random_n07_09,7,spectrum,reference-proposed,256,random,7,high,5.29655859375,4.46033203125,5.6621796875,0.0217,0.103441,1.355919,1.482534,0.001614,0.101818
random_n07_09,7,spectrum,reference,640,random,7,natural,71.23760468750001,71.1387703125,71.32136093749999,0.012409,0.102796,45.592067,45.706242,0.000802,0.102024
random_n07_09,7,spectrum,reference-proposed,640,random,7,natural,1.9460796875000002,1.9414031250000001,1.9623031249999998,0.011316,0.052771,1.245491,1.318991,0.000782,0.051989
random_n08_00,8,max,reference,1280,random,8,high,9.027456249999998,8.96374765625,9.0435234375,0.023414,0.059918,11.555144,11.639059,0.003358,0.05637
random_n08_00,8,max,reference-proposed,1280,random,8,high,0.8184625,0.81417265625,0.88721015625,0.011617,0.020578,1.047632,1.079325,0.001754,0.018964
random_n08_00,8,max,reference,1664,random,8,natural,8.959740985576923,8.94589783653846,8.968420673076924,0.011546,0.029449,14.909009,14.949462,0.001604,0.027865
random_n08_00,8,max,reference-proposed,1664,random,8,natural,0.34175,0.28835877403846155,0.39964122596153845,0.023514,0.041166,0.568672,0.633833,0.003387,0.037588
random_n08_00,8,min,reference,256,random,8,static,369.09655859375,365.98203515625,369.93139453125,0.012138,0.407876,94.488719,94.90916,0.001724,0.406272
random_n08_00,8,min,reference-proposed,256,random,8,static,5.6161171875,5.5250078125,5.651171875,0.012379,0.024296,1.437726,1.480075,0.001613,0.022662
random_n08_00,8,spectrum,reference,128,random,8,high,391.83853125,388.93703125,393.0033125,0.011316,0.411361,50.155332,50.578009,0.001624,0.409748
random_n08_00,8,spectrum,reference-proposed,128,random,8,high,14.226265625,14.129171875,14.2978125,0.012168,0.197083,1.820962,2.045123,0.001643,0.19547
random_n08_00,8,spectrum,reference,256,random,8,natural,386.10546875,385.95630078125,386.22001171875,0.011857,0.41385,98.843,99.261787,0.001624,0.412246
random_n08_00,8,spectrum,reference-proposed,256,random,8,natural,4.330890625,4.32597265625,4.332234375,0.011928,0.200754,1.108708,1.316072,0.001624,0.19913
random_n08_01,8,max,reference,1280,random,8,high,9.110540625,9.00132265625,9.13213671875,0.023615,0.059788,11.661492,11.745114,0.003338,0.056541
random_n08_01,8,max,reference-proposed,1280,random,8,high,0.87754921875,0.8068406250000001,1.0013757812500002,0.023364,0.040795,1.123263,1.188775,0.003368,0.037427
random_n08_01,8,max,reference,1664,random,8,natural,8.975125,8.969994591346154,8.982756610576924,0.011516,0.030079,14.934608,14.977055,0.001623,0.028344
random_n08_01,8,max,reference-proposed,1664,random,8,natural,0.2537764423076923,0.24752163461538462,0.2554140625,0.011847,0.020047,0.422284,0.45495,0.001623,0.018403
random_n08_01,8,min,reference,256,random,8,static,366.3219140625,365.40209375,367.29434765625,0.012108,0.409507,93.77841,94.200025,0.001614,0.407894
random_n08_01,8,min,reference-proposed,256,random,8,static,6.39540234375,6.39165625,6.408609375,0.012008,0.024738,1.637223,1.673698,0.001614,0.023124
random_n08_01,8,spectrum,reference,128,random,8,high,392.2530859375,392.2393359375,392.9244375,0.023746,0.540776,50.208395,50.776511,0.003297,0.537479
random_n08_01,8,spectrum,reference-proposed,128,random,8,high,14.204734375,14.1687421875,14.489625,0.016588,0.203819,1.818206,2.059953,0.003417,0.200231
random_n08_01,8,spectrum,reference,256,random,8,natural,384.74033984375,381.553328125,387.41585546875,0.023213,0.739878,98.493527,98.911394,0.003317,0.736561
random_n08_01,8,spectrum,reference-proposed,256,random,8,natural,4.46581640625,4.46001171875,4.4908984375,0.011897,0.205827,1.143249,1.360911,0.001624,0.204224
random_n08_02,8,max,reference,1280,random,8,high,9.130169531249999,9.104290624999999,9.532051562500001,0.012318,0.03007,11.686617,11.727502,0.001613,0.028486
random_n08_02,8,max,reference-proposed,1280,random,8,high,0.874515625,0.85701015625,0.88380703125,0.011597,0.019936,1.11938,1.150712,0.001724,0.018332
random_n08_02,8,max,reference,1664,random,8,natural,8.962051682692309,8.948108173076923,9.001791466346154,0.011407,0.029407,14.912854,14.952766,0.001644,0.027813
random_n08_02,8,max,reference-proposed,1664,random,8,natural,0.25235576923076924,0.24804987980769233,0.3596905048076923,0.011977,0.021299,0.41992,0.452566,0.001644,0.019686
random_n08_02,8,min,reference,256,random,8,static,371.041265625,349.4493828125,371.11509765625,0.011928,0.41126,94.986564,95.43624,0.001634,0.409656
random_n08_02,8,min,reference-proposed,256,random,8,static,6.29535546875,6.27696875,6.4271875,0.012369,0.025349,1.611611,1.649149,0.001694,0.023735
random_n08_02,8,spectrum,reference,128,random,8,high,391.6385859375,391.611828125,393.5441875,0.012098,0.409852,50.129739,50.906028,0.001744,0.408108
random_n08_02,8,spectrum,reference-proposed,128,random,8,high,14.0740546875,14.05815625,14.2630703125,0.012078,0.203387,1.801479,2.014739,0.001613,0.201683
random_n08_02,8,spectrum,reference,256,random,8,natural,387.40355078125,383.41205859375,387.57638671875,0.011457,0.409603,99.175309,99.601894,0.001634,0.407969
